RID,DISCNAME,VISCNAME,INFO1,INFO2,IDX,VISCIDX,DISCGROUP,MODULENAME,IDX_VISCGROUP,Buf1,Buf2,Buf3,Buf4
CDFI:结节内未见明显血流信号/可见点条状血流信号。,肝内稍高/稍低/等回声结节，考虑肝血管瘤。,2,0,肝脏,UIS,6,GXGL,NULL,NULL,NULL
20,肝多发血管瘤,超声,肝内可见多个稍高/稍低/等回声结节，形态规则，边界尚清，内部回声欠均匀，内呈网格状改变，后方回声无衰减，较大约 x mm。,肝内稍高/稍低/等回声结节，考虑肝多发血管瘤。,2,0,肝脏,UIS,6,GDFXGL,NULL,NULL,NULL
21,肝内胆管结石,超声,右肝前叶/右肝后叶，左肝内叶/左肝外叶见沿胆管分布的强光团/带，后伴声影，远端胆管稍扩张，内径 mm，范围约 x mm。,肝内胆管结石。,2,0,肝脏,UIS,6,GNDGJS,NULL,NULL,NULL
22,肝内胆管多发结石,超声,右肝前叶/右肝后叶，左肝内叶/左肝外叶见多个沿胆管分布的强回声团/带，后伴声影，较大约 x mm，远端胆管稍扩张，内径 mm。,肝内胆管多发结石。,2,0,肝脏,UIS,6,GNDGDFJS,NULL,NULL,NULL
23,肝硬化,超声,"肝脏形态欠规则,体积正常/缩小,肝包膜表面欠光滑/呈锯齿状,实质回声增粗,分布不均匀,管系结构显示不清晰/走形欠/不规则。
CDFI：示肝静脉变细，血流信号减少。",肝硬化。,2,0,肝脏,UIS,6,GYH,NULL,NULL,NULL
24,多囊肝,超声,"肝脏形态欠规则,轮廓增大，表面欠光滑，正常肝实质/部分肝实质回声几乎消失，可见大小不等的无回声区，较大约 x mm，边界清晰/欠清晰，壁薄，光滑，后方回声增强，囊与囊之间彼此不相连通。
",多囊肝。,2,0,肝脏,UIS,6,DNG,NULL,NULL,NULL
25,血吸虫肝病,超声,"肝脏形态尚规则/不规则，大小正常/增大/缩小，表面不/欠光滑，肝实质点状回声增粗，分布不均匀,呈网格状/地图状改变。
CDFI：示血流信号减少。
",肝脏声像，考虑实质弥漫性病变，血吸虫肝病？请结合临床，建议进一步检查。,2,0,肝脏,UIS,6,XXCGB,NULL,NULL,NULL
26,副脾,超声,脾门区可见一等回声结节，大小约 x mm，形态规则，边界清，内回声均匀。,副脾。,0,0,脾,UIS,2,FP,NULL,NULL,NULL
27,前列腺钙化灶,超声,内见强回声斑。,前列腺钙化灶。,0,0,前列腺,UIS,1,QLXGHZ,NULL,NULL,NULL
28,前列腺多发钙化灶,超声,内见多个强回声斑。,前列腺多发钙化灶。,0,0,前列腺,UIS,1,QLXDFGHZ,NULL,NULL,NULL
29,前列腺稍大,超声,前列腺大小约 xx mm，形态稍饱满，实质回声欠均匀，内未见明显包块回声。,前列腺稍大。 ,1,0,前列腺,UIS,1,QLXSD,NULL,NULL,NULL
30,前列腺增生并钙化灶,超声,前列腺大小约 xx mm，形态饱满，实质回声欠均匀，内见强回声斑，后伴弱声影。,前列腺增大并钙化灶。,0,0,前列腺,UIS,1,QLXZSBGHZ,NULL,NULL,NULL
31,肾结石（单发）,超声,左肾/右肾集合系内见一强回声点，后伴声影，大小约 x mm，无液性暗区。,左肾/右肾结石。 ,1,0,双肾,UIS,9,SJS（DF）,NULL,NULL,NULL
32,双肾多发结石,超声,双肾集合系内可见多个强回声团，伴声影，较大分别约 x mm（左肾）、 x mm（右肾），无液性暗区。
,双肾多发结石。,3,0,双肾,UIS,10,SSDFJS,NULL,NULL,NULL
33,肾结石并积水,超声,肾集合系内见一强回声团，大小约 x mm，后伴声影，并见  mm宽的液暗区。 
,左肾/右肾/双肾结石伴轻度/中度积水。,2,0,双肾,UIS,10,SJSBJS,NULL,NULL,NULL
34,肾囊肿（单发）,超声,肾实质内可见一无回声区，壁薄，后壁回声增强，内透声可，大小约 x mm。,左肾/右肾囊肿。,2,0,双肾,UIS,10,SNZ（DF）,NULL,NULL,NULL
35,双肾多发囊肿,超声,双肾实质内可见多个无回声区，壁薄，后壁回声增强，内透声可，较大分别约 x mm（左肾）、 x mm（右肾）。,双肾多发囊肿。,2,0,双肾,UIS,10,SSDFNZ,NULL,NULL,NULL
36,肾钙化灶,超声,左肾/右肾实质内见一强回声斑，后伴弱声影，大小约 x mm。,左肾/右肾钙化灶。,1,0,双肾,UIS,10,SGHZ,NULL,NULL,NULL
37,肾多发钙化灶,超声,肾实质内见多个强回声斑，后伴弱声影，较大约 x mm。,肾多发钙化灶。,2,0,双肾,UIS,10,SDFGHZ,NULL,NULL,NULL
38,肾错构瘤,超声,双肾/右肾/左肾实质内见高回声结节，边界尚清，形态尚规则，内部回声欠均匀，大小约 x mm。
CDFI:结节内未见明显血流信号/可见点条状血流信号。,双肾/右肾/左肾高回声结节，考虑错构瘤。,2,0,双肾,UIS,10,SCGL,NULL,NULL,NULL
39,肾积水,超声,左侧/右侧肾脏集合系统可见宽约 mm的分离液暗区。,肾积水/肾集合系统分离。,2,0,双肾,UIS,10,SJS,NULL,NULL,NULL
40,肾囊肿并囊壁钙化,超声,双肾/右肾/左肾实质内见无回声区，大小约 x mm，壁薄，后壁回声增强，壁上可见强回声点。,双肾/右肾/左肾囊肿并部分囊壁钙化。,1,0,双肾,UIS,10,SNZBNBGH,NULL,NULL,NULL
41,肾积水伴输尿管结石,超声,肾集合系回声分离，可见深约 mm的分离暗区，输尿管上段内径约 mm，距肾门约 mm处可见大小约 x mm的强回声团，伴声影。
,肾积水伴输尿管结石。,2,0,双肾,UIS,10,SJSBSNGJS,NULL,NULL,NULL
42,双侧卵巢多囊样改变,超声,右侧卵巢大小约 x mm，左侧卵巢大小约 x mm，双侧卵巢同一切面内可见大于十个小囊泡声像，直径约7-9mm。,双侧卵巢多囊样改变。,0,0,子宫、附件,UIS,0,SCLCDNYGB,NULL,NULL,NULL
43,宫颈囊肿,超声,宫颈内可见无回声区，大小约 x mm，壁薄，后壁回声增强，内透声可。,宫颈囊肿。,0,0,子宫、附件,UIS,0,GGNZ,NULL,NULL,NULL
44,宫颈多发囊肿,超声,宫颈内可见多个无回声区，较大约 x mm，壁薄，后壁回声增强，内透声可。 ,宫颈多发囊肿。,0,0,子宫、附件,UIS,0,GGDFNZ,NULL,NULL,NULL
45,子宫肌瘤,超声,子宫前壁/后壁可见低回声结节，大小约 x mm，形态规则，边界清晰，内部回声欠均匀。,子宫低回声结节，考虑子宫肌瘤（分型：型）。,0,0,子宫、附件,UIS,0,ZGJL,NULL,NULL,NULL
46,子宫多发肌瘤,超声,子宫前壁/后壁内可见多个低回声结节，较大约 x mm，形态规则，边界清晰，内部回声欠均匀。,子宫低回声结节，考虑子宫多发肌瘤（分型：型）。,0,0,子宫、附件,UIS,0,ZGDFJL,NULL,NULL,NULL
47,卵巢囊肿,超声,左侧/右侧卵巢可见无回声区，壁薄，内壁光滑，内透声可，后壁回声增强，大小约 x mm。,左侧/右侧卵巢囊肿。,2,0,子宫、附件,UIS,0,LCNZ,NULL,NULL,NULL
48,子宫内膜声像改变,超声,子宫前位/平位/后位，大小约xx mm，内膜厚  mm，局限性/弥漫性回声增强，子宫肌层为非均质性低回声，内部点状回声增粗。
CDFI：病变肌层血流信号丰富。,子宫内膜声像改变，性质待定。,0,0,子宫、附件,UIS,0,ZGNMSXGB,NULL,NULL,NULL
49,子宫肌瘤伴囊性变,超声,子宫前位/平位/后位，大小约 xx mm，内膜厚 mm，前壁/后壁见大小约 x mm混合性结节，形态规则，边界清晰，内部回声不均匀，见不规则无回声区/强回声区。
CDFI：结节内血流信号稍增多。,子宫肌瘤伴囊性变/钙化。,0,0,子宫、附件,UIS,0,ZGJLBNXB,NULL,NULL,NULL
50,子宫腺肌症,超声,肌壁增厚，点状回声增粗，宫腔线前移。 ,子宫腺肌症。,0,0,子宫、附件,UIS,0,ZGXJZ,NULL,NULL,NULL
51,宫内节育器,超声,宫腔内可见强回声环，其上缘距宫底 mm，位置正常。,宫内节育器。,0,0,子宫、附件,UIS,0,GNJYQ,NULL,NULL,NULL
52,甲状腺单发结节,超声,"甲状腺双侧叶形态规则，大小正常，表面光滑，包膜完整,内部回声均匀，侧叶内可见回声结节，大小约 x mm，形态规则，边界清晰，内部回声欠均匀。
CDFI:甲状腺结节内未见明显血流信号/周边见点状血流信号。
双侧颈部未见明显肿大淋巴结。",甲状腺侧叶结节，TI-RADS 3类。 
双侧颈部未见明显肿大淋巴结回声。
,2,0,甲状腺疾病,UIS,1,JZXDFJJ,NULL,NULL,NULL
53,甲状腺双侧叶多发结节,超声,甲状腺双侧叶形态规则，大小正常，表面光滑，包膜完整，内部回声欠均匀，甲状腺双侧叶内可见多个低/混合回声结节，形态规则，边界清晰，内部回声欠均匀，较大约 x mm（左）、 x mm（右）。
CDFI:甲状腺结节内未见明显血流信号/周边见点状血流信号。
双侧颈部未见明显肿大淋巴结。,甲状腺双侧叶多发结节，TI-RADS 3类。 
双侧颈部未见明显肿大淋巴结回声。
,5,0,甲状腺疾病,UIS,0,JZXSCYDFJJ,NULL,NULL,NULL
54,甲状腺无回声结节（单发）,超声,甲状腺双侧叶形态规则，大小正常，表面光滑，包膜完整，内部回声均匀，左/右侧叶内可见无回声结节，大小约 x mm，形态规则，边界清晰，内透声可。
CDFI:甲状腺结节内未见明显血流信号。
双侧颈部未见明显肿大淋巴结。,甲状腺左/右侧叶结节，TI-RADS 2类。 
双侧颈部未见明显肿大淋巴结回声。,4,0,甲状腺疾病,UIS,0,JZXWHSJJ（DF）,NULL,NULL,NULL
55,桥本氏甲状腺炎,超声,甲状腺双侧叶形态规则，大小正常/体积增大，表面光滑，包膜完整，腺体内点状回声增强，分布不均，见多个稍高回声带，呈网格状/筛窦状改变。
CDFI：甲状腺内血流信号稍增多。
双侧颈部未见明显肿大淋巴结回声。
,甲状腺声像改变，考虑甲状腺实质弥漫性病变，桥本氏甲状腺炎？请结合临床，建议进一步检查。
双侧颈部未见明显肿大淋巴结回声。,0,0,甲状腺疾病,UIS,0,QBSJZXY,NULL,NULL,NULL
56,甲状腺功能亢进,超声,甲状腺双侧叶形态欠/不规则，大小正常/体积增大，表面光滑，包膜完整，腺体内点状回声增强，分布不均，呈弥漫性改变，未见占位性病变。
CDFI：腺体内血流信号增多，呈“火海”征。
双侧颈部未见明显肿大淋巴结回声。
,甲状腺双侧叶肿大，考虑甲状腺实质弥漫性病变，甲状腺功能亢进？请结合临床，建议进一步检查。
双侧颈部未见明显肿大淋巴结回声。,0,0,甲状腺疾病,UIS,0,JZXGNKJ,NULL,NULL,NULL
58,甲状腺腺瘤,超声,甲状腺左侧叶/右侧叶内见一大小约 x mm低回声/等回声/稍高回声区，边界清晰，包膜完整，周边有声晕，内部回声分布欠均。
CDFI：甲状腺低回声/等回声/稍高回声区周边见环绕血流信号。
双侧颈部未见明显肿大淋巴结声像。

,甲状腺左侧叶/右侧叶内实质性肿块，考虑为甲状腺腺瘤，TI-RADS 类。
双侧颈部未见明显肿大淋巴结声像。
,1,0,甲状腺疾病,UIS,0,JZXXL,NULL,NULL,NULL
59,甲状腺低回声/不均质回声结节,超声,甲状腺左侧叶/右侧叶内见一大小约 x mm低回声/不均质回声结节，形态不规则，边界不清晰，呈锯齿状，后方回声衰减。
CDFI：甲状腺低回声/不均质回声结节内部血流信号分布增多。
双侧颈部未见明显肿大淋巴结声像。
,甲状腺左侧叶/右侧叶内低回声/不均质回声结节，TI-RADS 类。 
双侧颈部未见明显肿大淋巴结声像。
,1,0,甲状腺疾病,UIS,0,JZXDHS/BJZHSJJ,NULL,NULL,NULL
61,双侧颈动脉内中膜增厚,超声,双侧颈动脉（颈总、颈内、颈外动脉）走行正常，内膜面光滑，内-中膜非均质性增厚，较厚处分别约  mm（左）、 mm（右），管腔内无明显斑块回声，未见明显狭窄及扩张。
CDFI:颈动脉内未见充盈缺损。
双侧锁骨下动脉走行正常，内径对称，形态规则，内壁光滑，内未见斑块、狭窄、扩张及其他异常回声。
CDFI：双侧锁骨下动脉血流速度正常，内血彩未见充盈缺损。,双侧颈动脉内-中膜增厚。,0,0,颈动脉疾病,UIS,6,SCGDMNZMZH,NULL,NULL,NULL
63,双侧颈动脉粥样硬化伴多发斑块形成,超声,双侧颈动脉（颈总、颈内、颈外动脉）走行正常，内膜面毛糙，内-中膜非均质性增厚，较厚处分别约  mm（左）、 mm（右），双侧颈总动脉内见多个 回声斑块，较大约 x mm（左），较大约 x mm（右），形态规则/不规则，内回声均匀/边界清，纤维帽完整/不完整。
CDFI：上述颈动脉斑块处可见血彩充盈缺损，余颈动脉各段血流充盈好，血流速度正常。
双侧锁骨下动脉走行正常，形态规则，内壁光滑，内未见斑块、狭窄、扩张及其他异常回声。
CDFI：双侧锁骨下动脉血流速度正常，内血彩未见充盈缺损。,双侧颈动脉粥样硬化并多发斑块形成。,0,0,颈动脉疾病,UIS,6,SCGDMZYYHBDFBKXC,NULL,NULL,NULL
64,乳腺囊肿（单发）,超声,双侧乳腺切面形态轮廓正常，层次清楚，边界光滑完整，内部回声分布均匀，左乳/右乳  点处可探及一无回声结节，大小约 x mm，形态规则，壁薄，后壁回声增强，内透声可。
CDFI：结节内未见明显血流信号。
双侧腋窝未见明显肿大淋巴结声像。,左乳/右乳无回声结节，BI-RADS 2类。
双侧腋窝未见明显肿大淋巴结声像。,5,0,乳腺疾病,UIS,5,RXNZ（DF）,NULL,NULL,NULL
65,双乳多发囊肿,超声,双侧乳腺切面形态轮廓正常，层次清楚，边界光滑完整，内部回声分布均匀，双乳内可探及多个无回声结节，左乳 点处较大约 x mm、右乳 点处较大约 x mm，形态规则，壁薄，后壁回声增强。
CDFI：结节内未见明显血流信号。
双侧腋窝未见明显肿大淋巴结声像。,双乳多发囊肿，BI-RADS 2类。
双侧腋窝未见明显肿大淋巴结声像。,5,0,乳腺疾病,UIS,5,SRDFNZ,NULL,NULL,NULL
67,双乳多发结节（脑科医院）,超声,双侧乳腺切面形态轮廓正常，层次清楚，边界光滑完整，内部回声分布均匀，双乳内可探及多个低回声结节，其一大小分别约 xmm（位于左乳 点）、 xmm（位于右乳 点），形态规则，边界清晰，内部回声均匀。
CDFI：结节内未见明显血流信号/结节周边点状血流信号。
双侧腋窝未见明显肿大淋巴结声像。
,双乳多发结节，BI-RADS 3类。
双侧腋窝未见明显肿大淋巴结声像。,2,0,乳腺疾病,UIS,2,SRDFJJ（NKYY）,NULL,NULL,NULL
68,哺乳期乳腺,超声,"双侧乳腺腺体层增厚，腺体回声增强，可见部分乳管扩张,乳腺腺体可见含液体性包块，未见明显实质性肿块。
CDFI：双乳内无异常血流信号。
双侧腋窝未见明显肿大淋巴结声像。
",哺乳期乳腺。
双侧腋窝未见明显肿大淋巴结声像。,5,0,乳腺疾病,UIS,5,BRQRX,NULL,NULL,NULL
69,乳腺纤维瘤,超声,双侧乳腺切面形态轮廓正常，层次清楚，边界光滑完整，内部回声分布均匀，左乳/右乳  点处可探及一大小约  x  mm低回声/等回声区，形态规则，边界清晰，包膜完整，内部回声均匀。
CDFI：低回声/等回声区周边环绕血流信号/点状血流信号。
双侧腋窝未见明显肿大淋巴结声像。,左乳/右乳实质肿块，考虑纤维瘤，BI-RADS 类。
双侧腋窝未见明显肿大淋巴结声像。 ,5,0,乳腺疾病,UIS,5,RXXWL,NULL,NULL,NULL
71,二尖瓣口轻度返流,超声,二尖瓣口→于左房侧收缩期可见少量以蓝色为主的返流，余瓣膜口未见明显返流血彩。,二尖瓣口轻度返流。,0,0,心脏疾病,UIS,3,EJBKQDFL,NULL,NULL,NULL
72,肺动脉瓣口轻度返流,超声,肺动脉瓣口→于右室侧舒张期可见少量以红色为主的返流，余瓣膜口未见明显返流血彩。 ,肺动脉瓣口轻度返流。,0,0,心脏疾病,UIS,3,FDMBKQDFL,NULL,NULL,NULL
73,三尖瓣口轻度返流,超声,三尖瓣口→于右房侧收缩期可见少量以蓝色为主的返流，余瓣膜口未见明显返流血彩。,三尖瓣口轻度返流。,0,0,心脏疾病,UIS,3,SJBKQDFL,NULL,NULL,NULL
74,主动脉瓣口轻度返流,超声,主动脉瓣口→于左室侧舒张期可见少量以红色为主的返流，余瓣膜口未见明显返流血彩。,主动脉瓣口轻度返流。,0,0,心脏疾病,UIS,3,ZDMBKQDFL,NULL,NULL,NULL
76,,,,,0,0,,UIS,1,,NULL,NULL,NULL
77,,,,,0,0,,UIS,1,,NULL,NULL,NULL
78,乳腺多发结节（脑科医院）,超声,双侧乳腺切面形态轮廓正常，层次清楚，边界光滑完整，内部回声分布均匀，左乳/右乳可探及多个低回声结节，其一大小约xmm（位于 点），形态规则，边界清晰，内部回声欠均匀。
CDFI：结节内未见明显血流信号/结节周边可见点状血流信号。
双侧腋窝未见明显肿大淋巴结声像。,左乳/右乳多发低回声结节，BI-RADS 3类。
双侧腋窝未见明显肿大淋巴结声像。,2,0,乳腺疾病,UIS,2,RXDFJJ（NKYY）,NULL,NULL,NULL
79,胆囊胆固醇结晶,超声,胆囊形态规则，大小正常，壁稍毛糙，见多个附壁强回声点，其一大小约2x2mm，后伴彗尾征，改变体位不移动，胆总管上段内径正常。,胆囊壁多发胆固醇结晶。,3,0,胆囊,UIS,9,DNDGCJJ,NULL,NULL,NULL
80,脂肪肝（中-重）,超声,"肝脏增大，形态规则，轮廓欠清，表面光滑, 实质回声分布不均匀,近场回声增强，远场回声衰减，肝内管系显示不清。",脂肪肝（中-重度）。,0,0,肝脏,UIS,6,ZFG（Z-Z）,NULL,NULL,NULL
81,脂肪肝（轻度）,超声,"肝脏形态大小正常，表面光滑, 实质回声分布欠均匀,近场回声稍增强，远场回声略衰减，肝内管系显示尚清。",脂肪肝。,0,0,肝脏,UIS,6,ZFG（QD）,NULL,NULL,NULL
82,双乳小叶增生 1类,超声,双乳组织增厚、增粗，回声分布不均，见多个粗大点片状低回声区，呈“豹纹征”。
CDFI：双乳内未见明显异常血流信号。
,双侧乳腺未见占位性病变，BI-RADS 1类。,1,0,乳腺疾病,UIS,0,SRXYZS 1L,NULL,NULL,NULL
87,主动脉瓣退行性变,超声,"主动脉瓣增厚，回声增强，可见强回声斑,余瓣膜清晰。",主动脉瓣退行性变。,0,0,心脏疾病,UIS,1,ZDMBTXXB,NULL,NULL,NULL
88,左室顺应性减退（假性正常）,超声,TDI   e＜a,左室顺应性减退，收缩功能测值正常。,0,0,心脏疾病,UIS,1,ZSSYXJT（JXZC）,NULL,NULL,NULL
89,乳腺结节单发,超声,双侧乳腺切面形态轮廓正常，层次清楚，边界光滑完整，内部回声分布均匀，左乳/右乳  点可探及一低回声结节，大小约 x mm，形态规则，边界清晰，内部回声欠均匀。
CDFI：结节内未见明显血流信号/结节周边可见点状血流信号。
双侧腋窝未见明显肿大淋巴结声像。,左乳/右乳低回声结节，BI-RADS 3类。
双侧腋窝未见明显肿大淋巴结声像。,2,0,乳腺疾病,UIS,2,RXJJDF,NULL,NULL,NULL
90,乳腺结节（310）,超声,双侧乳腺切面形态轮廓正常，层次清楚，边界光滑完整，内部回声分布均匀，右乳 点处可见低回声结节，大小约  ，边界清，形态规则，内回声欠均匀。
CDFI：双乳内无异常血流信号或结节周边可见点状血流信号。, 乳结节，BI-RADS   级。,0,罗海华,乳腺疾病,UIS,4,RXJJ（310）,NULL,NULL,NULL
91,双肾,,,,0,0,,UIS,0,SS,NULL,NULL,NULL
93,,,,,0,0,,UIS,0,,NULL,NULL,NULL
94,甲状腺回声不均匀,超声,甲状腺双侧叶形态规则，大小正常，表面光滑，实质回声不均匀，内未见明显结节及占位回声。
CDFI：甲状腺内未见明显异常血流信号。
双侧颈部未见明显肿大淋巴结声像。
,甲状腺实质回声不均匀，请结合临床及实验室检查。
双侧颈部未见明显肿大淋巴结回声。,1,0,甲状腺疾病,UIS,0,JZXHSBJY,NULL,NULL,NULL
95,主动脉瓣钙化,超声,主动脉瓣可见附壁强回声斑。,主动脉瓣钙化。,4,0,心脏疾病,UIS,0,ZDMBGH,NULL,NULL,NULL
96,二尖瓣钙化,超声,二尖瓣可见附壁强回声斑。,二尖瓣钙化。,4,0,心脏疾病,UIS,0,EJBGH,NULL,NULL,NULL
98,胆泥沉积,超声,胆囊大小形态正常/增大，壁欠光滑，内透声差/欠佳，内可见多个强回声点堆积，范围约mm，改变体位可移动，胆总管上段内径正常。,胆囊内胆泥沉积。,3,0,胆囊,UIS,8,DNCJ,NULL,NULL,NULL
99,胎儿,超声,胎儿
胎方位：                       双顶径：
头围：                         腹围：
肱骨：                         股骨：
 
颅内结构，颅骨光环完整，脑中线居中，丘脑可见，小脑可见形态正常，小脑髓部可见，侧脑室不宽，
颅后窝池无明显增宽
颜面部：显示欠清
脊柱：双光带呈平行排列，连续整齐
肢体：肢体部分可见
心脏：四腔心欠清，胎心：  
腹部：膀胱可见，双肾隐约可见，胃泡可见
脐带：脐血管   根，脐动脉   根，颈部未见U型压迹、脐带回声及环形血彩
脐动脉血流阻力     S/D：        RI:
羊水（AF)：右上    mm，右下：   mm，左上    mm，左下    mm，指数    mm
胎盘：附着于子宫    壁，  级，下缘距宫颈内口   cm，胎盘最厚处   cm
宫颈内口呈一字型，宫颈管长   cm
,宫内单活胎    胎儿B超测量值相当于   周
,0,0,正常胎儿模版,UIS,3,TE,NULL,NULL,NULL
100,胆囊结石（单发）,超声,"胆囊大小形态正常，壁欠光滑，内见一强回声团,大小约 x mm，后伴声影，改变体位可移动，胆总管上段内径正常。",胆囊结石。,2,0,胆囊,UIS,109,DNJS（DF）,NULL,NULL,NULL
